report_year,state,slide_id,slide_no,source,district,name,location,nh_sh_affected,latitude,longitude,date_of_event,time_of_event,type_of_event,casualty,rainfall_mm
2026,Meghalaya,Field Survey/2025/Meghalaya/104,77.0,Field Survey,East Khasi Hills,Pomlum Landslide 3,,NH 206,25.41838,91.86815,31-05-2025,-,1.0,0.0,24.0
2026,Meghalaya,Field Survey/2025/Meghalaya/105,78.0,Field Survey,East Khasi Hills,Pomlum Landslide 4,,NH 206,25.41072,91.87425,30-05-2025,-,1.0,0.0,17.0
2026,Meghalaya,Field Survey/2025/Meghalaya/106,79.0,Field Survey,East Khasi Hills,Mawkejam Landslide,,NH 206,25.40375,91.87281,31-05-2025,-,1.0,0.0,4.0
2026,Meghalaya,Field Survey/2025/Meghalaya/107,80.0,Field Survey,East Khasi Hills,Mawkejam Landslide 2,,NH 206,25.39732,91.87258,31-05-2025,-,1.0,0.0,3.0
2026,Meghalaya,Field Survey/2025/Meghalaya/108,81.0,Field Survey,East Khasi Hills,Mawkejam Landslide 3,,NH 206,25.39072,91.87185,31-05-2025,-,1.0,0.0,3.0
2026,Meghalaya,Field Survey/2025/Meghalaya/109,82.0,Field Survey,East Khasi Hills,Mawkejam Landslide 4,,NH 206,25.3852,91.87428,31-05-2025,-,1.0,0.0,3.0
2026,Meghalaya,Field Survey/2025/Meghalaya/110,83.0,Field Survey,East Khasi Hills,Rgnain Landslide,,NH 206,25.38303,91.87442,31-05-2025,-,1.0,0.0,3.0
2026,Meghalaya,Field Survey/2025/Meghalaya/111,84.0,Field Survey,East Khasi Hills,Rgnain Landslide 2,,NH 206,25.38257,91.87439,30-05-2025,-,1.0,0.0,34.0
2026,Meghalaya,Field Survey/2025/Meghalaya/112,85.0,Field Survey,East Khasi Hills,Rgnain Landslide 3,,NH 206,25.37975,91.87347,31-05-2025,-,1.0,0.0,3.0
2026,Meghalaya,Field Survey/2025/Meghalaya/113,86.0,Field Survey,East Khasi Hills,Rgnain Landslide 4,,NH 206,25.37642,91.87452,31-05-2025,-,1.0,0.0,3.0
2026,Meghalaya,Field Survey/2025/Meghalaya/114,87.0,Field Survey,East Khasi Hills,Kyntiew Masi,,NH 206,25.36093,91.88129,30-05-2025,-,1.0,0.0,34.0
2026,Meghalaya,Field Survey/2025/Meghalaya/115,88.0,Field Survey,East Khasi Hills,Landslide Kyntiew Masi,,NH 206,25.3604,91.88673,30-05-2025,-,1.0,0.0,34.0
2026,Meghalaya,Field Survey/2025/Meghalaya/116,89.0,Field Survey,East Khasi Hills,Landslide 2 Langkyrdem Landslide,,NH 206,25.35567,91.89466,31-05-2025,-,1.0,0.0,3.0
2026,Meghalaya,Field Survey/2025/Meghalaya/117,90.0,Field Survey,East Khasi Hills,Langkyrdem Landslide 2,,NH 206,25.34457,91.8906,30-05-2025,-,1.0,0.0,34.0
2026,Meghalaya,Newspapers & Media/2025/Meghalaya/132,91.0,Newspapers & Media,East Jaintia Hills,Kulinag Landslide,Along NH-6 Kuliang,NH 6,25.08052,92.36237,31-05-2025,-,3.0,0.0,24.0
2026,Meghalaya,Newspapers & Media/2025/Meghalaya/133,92.0,Newspapers & Media,East Jaintia Hills,Kulinag Landslide,Along NH-6 Kuliang,NH 6,25.08052,92.36237,01-06-2025,-,3.0,0.0,0.0
2026,Meghalaya,Newspapers & Media/2025/Meghalaya/155,93.0,Field Survey,Ri Bhoi,Umiam Landslide 10,GS Road RiBhoi,NH 6,25.6632,91.90169,14-06-2025,-,1.0,0.0,71.28
2026,Meghalaya,Field Survey/2025/Meghalaya/286,94.0,Field Survey,East Jaintia Hills,Ratachhera Landslide,,NH 6,25.03655,92.43952,15-06-2025,-,1.0,0.0,19.61
2026,Meghalaya,Field Survey/2025/Meghalaya/287,95.0,Field Survey,East Jaintia Hills,Ratulia Landslide,,NH 6,25.03923,92.43711,18-07-2025,-,1.0,0.0,2.11
2026,Meghalaya,Field Survey/2025/Meghalaya/288,96.0,Field Survey,East Jaintia Hills,Ratachhera East,,NH 6,25.04213,92.43359,06-08-2025,-,1.0,0.0,15.28
2026,Meghalaya,Field Survey/2025/Meghalaya/289,97.0,Field Survey,East Jaintia Hills,Landslide 1 Ratachhera East,,NH 6,25.04191,92.43356,03-08-2025,-,1.0,0.0,29.97
2026,Meghalaya,Field Survey/2025/Meghalaya/290,98.0,Field Survey,East Jaintia Hills,Landslide 2 Dona Umbluh,,NH 6,25.04445,92.42054,03-08-2025,-,1.0,0.0,29.397
2026,Meghalaya,Field Survey/2025/Meghalaya/291,99.0,Field Survey,East Jaintia Hills,Landslide Khonglan Landslide 1,,NH 6,25.04802,92.40951,18-07-2025,-,1.0,0.0,2.11
2026,Meghalaya,Field Survey/2025/Meghalaya/292,100.0,Field Survey,East Jaintia Hills,Khonglan Landslide 2,,NH 6,25.04802,92.40951,05-08-2025,-,1.0,0.0,19.61
2026,Meghalaya,Field Survey/2025/Meghalaya/293,101.0,Field Survey,East Jaintia Hills,Khonglan Landslide 3,,NH 6,25.04802,92.40951,05-08-2025,-,1.0,0.0,19.61
2026,Meghalaya,Field Survey/2025/Meghalaya/294,102.0,Field Survey,East Jaintia Hills,Khonglan Landslide 4,,NH 6,25.04802,92.40951,05-08-2025,-,1.0,0.0,19.61
2026,Meghalaya,Field Survey/2025/Meghalaya/295,103.0,Field Survey,East Jaintia Hills,Khonglan Landslide 5,,NH 6,25.04802,92.40951,03-08-2025,-,1.0,0.0,29.97
2026,Meghalaya,Field Survey/2025/Meghalaya/296,104.0,Field Survey,East Jaintia Hills,Kuliang Landslide,,NH 6,25.08057,92.36246,03-08-2025,-,1.0,0.0,29.97
2026,Meghalaya,Field Survey/2025/Meghalaya/297,105.0,Field Survey,East Jaintia Hills,Sonapur Landslide 1,,NH 6,25.1157,92.35804,18-07-2025,-,1.0,0.0,24.0
2026,Meghalaya,Field Survey/2025/Meghalaya/298,106.0,Field Survey,East Jaintia Hills,Sonapur Landslide 2,,NH 6,25.1157,92.35804,03-08-2025,-,1.0,0.0,29.97
2026,Meghalaya,Field Survey/2025/Meghalaya/299,107.0,Field Survey,East Jaintia Hills,Sonapur Landslide 3,,NH 6,25.11865,92.35707,15-06-2025,-,1.0,0.0,19.97
2026,Meghalaya,Field Survey/2025/Meghalaya/300,108.0,Field Survey,East Jaintia Hills,Sonapur Landslide 4,,NH 6,25.11865,92.35707,18-07-2025,-,1.0,0.0,2.11
2026,Meghalaya,Field Survey/2025/Meghalaya/301,109.0,Field Survey,East Jaintia Hills,Nongsning Landslide 1,,NH 6,25.25702,92.38177,18-07-2025,-,1.0,0.0,2.11
2026,Meghalaya,Field Survey/2025/Meghalaya/302,110.0,Field Survey,East Jaintia Hills,Nongsning Landslide 2,,NH 6,25.25888,92.38506,18-07-2025,-,1.0,0.0,2.11
2026,Meghalaya,Field Survey/2025/Meghalaya/303,111.0,Field Survey,East Jaintia Hills,Nongsning Landslide 3,,NH 6,25.2628,92.38448,18-07-2025,-,1.0,0.0,2.11
2026,Meghalaya,Field Survey/2025/Meghalaya/304,112.0,Field Survey,East Jaintia Hills,Nongsning Landslide 4,,NH 6,25.26307,92.38411,03-08-2025,-,1.0,0.0,29.97
2026,Meghalaya,Field Survey/2025/Meghalaya/305,113.0,Field Survey,East Jaintia Hills,Nongsning Landslide 5,,NH 6,25.26483,92.38137,03-08-2025,-,1.0,0.0,29.97
2026,Meghalaya,Field Survey/2025/Meghalaya/306,114.0,Field Survey,East Jaintia Hills,Kantalo Landslide,,NH 6,25.26913,92.37798,05-08-2025,-,1.0,0.0,19.61
2026,Meghalaya,Field Survey/2025/Meghalaya/307,115.0,Field Survey,East Jaintia Hills,Umtyra Landslide,,NH 6,25.2792,92.37882,18-07-2025,-,1.0,0.0,2.11
2026,Meghalaya,Field Survey/2025/Meghalaya/308,116.0,Field Survey,East Jaintia Hills,Byndihati Landslide 1,,NH 6,25.29605,92.38861,03-08-2025,-,1.0,0.0,29.97
2026,Meghalaya,Field Survey/2025/Meghalaya/309,117.0,Field Survey,East Jaintia Hills,Byndihati Landslide 2,,NH 6,25.30076,92.38366,05-08-2025,-,1.0,0.0,19.61
2026,Meghalaya,Field Survey/2025/Meghalaya/310,118.0,Field Survey,East Jaintia Hills,Byndihati Landslide 3,,NH 6,25.30078,92.38343,18-07-2025,-,1.0,0.0,2.11
2026,Meghalaya,Field Survey/2025/Meghalaya/311,119.0,Field Survey,East Jaintia Hills,Byndihati Landslide 4,,NH 6,25.302,92.37883,18-07-2025,-,1.0,0.0,24.0
2026,Meghalaya,Field Survey/2025/Meghalaya/312,120.0,Field Survey,East Jaintia Hills,Byndihati Landslide 5,,NH 6,25.30277,92.37851,03-08-2025,-,1.0,0.0,29.97
2026,Meghalaya,Newspapers & Media/2025/Meghalaya/319,121.0,Newspapers & Media,East Jaintia Hills,Sonapur Landslide,,NH 6,25.10675,92.36141,30-08-2025,-,2.0,0.0,5.61
2026,Meghalaya,Field Survey/2025/Meghalaya/324,122.0,Field Survey,East Khasi Hills,L1,GS Road,NH 6,25.64886,91.89787,09-09-2025,-,1.0,0.0,0.0
2026,Meghalaya,Field Survey/2025/Meghalaya/325,123.0,Field Survey,East Khasi Hills,L2,GS Road,NH 6,25.65201,91.89683,09-09-2025,-,1.0,0.0,0.0
2026,Meghalaya,Field Survey/2025/Meghalaya/326,124.0,Field Survey,East Khasi Hills,L3,GS Road,NH 6,25.65051,91.89347,09-09-2025,-,1.0,0.0,0.0
2026,Meghalaya,Field Survey/2025/Meghalaya/327,125.0,Field Survey,East Khasi Hills,L4,GS Road,NH 6,25.63394,91.89201,09-09-2025,-,1.0,0.0,0.0
2026,Meghalaya,Field Survey/2025/Meghalaya/328,126.0,Field Survey,East Khasi Hills,L5,GS Road,NH 6,25.64071,91.89213,09-09-2025,-,1.0,0.0,0.0
2026,Meghalaya,Field Survey/2025/Meghalaya/329,127.0,Field Survey,East Khasi Hills,L6,GS Road,NH 6,25.64091,91.89191,09-09-2025,-,1.0,0.0,0.0
2026,Meghalaya,Field Survey/2025/Meghalaya/330,128.0,Field Survey,East Khasi Hills,L7,GS Road,NH 6,25.64107,91.89032,09-09-2025,-,1.0,0.0,0.0
2026,Meghalaya,Field Survey/2025/Meghalaya/331,129.0,Field Survey,East Khasi Hills,L8,GS Road,NH 6,25.64567,91.89165,09-09-2025,-,1.0,0.0,0.0
2026,Meghalaya,Field Survey/2025/Meghalaya/332,130.0,Field Survey,East Khasi Hills,L9,GS Road,NH 6,25.64887,91.89763,09-09-2025,-,1.0,0.0,0.0
2026,Meghalaya,Field Survey/2025/Meghalaya/333,131.0,Field Survey,East Khasi Hills,L10,GS Road,NH 6,25.65323,91.89805,09-09-2025,-,1.0,0.0,0.0
2026,Meghalaya,Field Survey/2025/Meghalaya/334,132.0,Field Survey,East Khasi Hills,L11,GS Road,NH 6,25.65343,91.89818,09-09-2025,-,1.0,0.0,0.0
2026,Meghalaya,Field Survey/2025/Meghalaya/335,133.0,Field Survey,East Khasi Hills,L12,GS Road,NH 6,25.6535,91.89824,09-09-2025,-,1.0,0.0,24.0
2026,Meghalaya,Field Survey/2025/Meghalaya/336,134.0,Field Survey,East Khasi Hills,L13,GS Road,NH 6,25.6584,91.89971,09-09-2025,-,1.0,0.0,0.0
2026,Meghalaya,Field Survey/2025/Meghalaya/337,135.0,Field Survey,Ri Bhoi,L14,GS Road,NH 6,25.66164,91.90094,09-09-2025,-,1.0,0.0,0.0
2026,Meghalaya,Field Survey/2025/Meghalaya/338,136.0,Field Survey,Ri Bhoi,L15,GS Road,NH 6,25.66332,91.90181,09-09-2025,-,1.0,0.0,0.0
2026,Meghalaya,Field Survey/2025/Meghalaya/339,137.0,Field Survey,Ri Bhoi,L16,GS Road,NH 6,25.66515,91.89938,09-09-2025,-,1.0,0.0,0.0
2026,Meghalaya,Field Survey/2025/Meghalaya/349,138.0,Field Survey,Ri Bhoi,Ladsharai Landslide,Near Thrill Fun Park's gate,NH 6,25.71188,91.89371,13-09-2025,-,1.0,0.0,27.45
2026,Meghalaya,Field Information/2025/Meghalaya/364,139.0,Field Information,Ri Bhoi,Umbang Landslide,GS Road,NH 6,25.68601,91.90302,20-09-2025,-,2.0,0.0,51.63
2026,Mizoram,Newspapers & Media/2025/Mizoram/122,5.0,Newspapers & Media,Champhai,Vaphai Landslide,Vaphai Village,,23.14646,93.32512,31-05-2025,-,,2.0,24.0
2026,Mizoram,Newspapers & Media/2025/Mizoram/134,6.0,Newspapers & Media,Aizawl,Dinthar Veng Landslide,,,23.73056,92.7116,31-05-2025,-,,2.0,0.0
2026,Mizoram,Newspapers & Media/2025/Mizoram/135,7.0,Newspapers & Media,Aizawl,Chanmari Landslide,,,23.74074,92.71722,31-05-2025,-,,2.0,1.0
2026,Mizoram,Newspapers & Media/2025/Mizoram/136,8.0,Newspapers & Media,Aizawl,Midum Kham Landslide,,,23.46976,92.74035,31-05-2025,-,,2.0,0.0
2026,Mizoram,Newspapers & Media/2025/Mizoram/218,9.0,Newspapers & Media,Saitual,Ngopa Landslide,Near Ngopa CHC,NH 102B,23.88163,93.21151,23-06-2025,-,,2.0,0.0
2026,Mizoram,Newspapers & Media/2025/Mizoram/256,10.0,Newspapers & Media,Aizawl,Sairang Landslide,Sairang Village,,23.81424,92.65326,20-07-2025,-,,1.0,1.0
2026,Mizoram,Newspapers & Media/2025/Mizoram/257,11.0,Newspapers & Media,Mamit,Dampui Landslide,,NH 108,23.82251,92.49366,20-07-2025,-,,1.0,0.0
2026,Mizoram,Newspapers & Media/2025/Mizoram/258,12.0,Newspapers & Media,Lunglei,Pukpui Landslide,,,22.93102,92.75033,20-07-2025,-,,1.0,0.0
2026,Mizoram,APSAC/2025/Mizoram/283,13.0,Newspapers & Media,Lunglei,Bualte Landslide,Between Bualte and Thualthu,,22.78964,92.83025,02-08-2025,-,,1.0,0.0
2026,Mizoram,APSAC/2025/Mizoram/284,14.0,Newspapers & Media,Mamit,Dampui Landslide,Aizawl–Mamit road,NH 108,23.8226,92.49402,03-08-2025,-,,2.0,0.0
2026,Mizoram,Newspapers & Media/2025/Mizoram/347,15.0,Newspapers & Media,Lunglei,Thingfal Landslide,,NH 2,22.6122,92.87364,11-09-2025,-,,2.0,0.0
2026,Nagaland,Newspapers & Media/2025/Nagaland/62,1.0,Newspapers & Media,Dimapur,Pagala Pahar Landslide,Chumoukedima Stretch Near Naga,NH 29,25.7981,93.79754,30-05-2025,-,1.0,1.0,565.0
2026,Nagaland,Newspapers & Media/2025/Nagaland/139,2.0,Newspapers & Media,Kohima,Kisama Landslide,Heritage Village,NH 2,25.61865,94.11649,01-06-2025,-,1.0,0.0,0.0
2026,Nagaland,Newspapers & Media/2025/Nagaland/159,3.0,Newspapers & Media,Wokha,Bhandari Landslide,In and around Bhandari Town,SH 4,26.28937,94.11415,17-06-2025,-,2.0,0.0,52.09
2026,Nagaland,Newspapers & Media/2025/Nagaland/222,4.0,Newspapers & Media,Kohima,Kisama Landslide,below the,NH 2,25.61863,94.11647,02-07-2025,-,1.0,0.0,21.05
2026,Nagaland,Newspapers & Media/2025/Nagaland/224,5.0,Newspapers & Media,Kohima,Bayavü Landslide,Directorate of School Education Between,,25.68586,94.10535,05-07-2025,-,2.0,0.0,20.01
2026,Nagaland,Newspapers & Media/2025/Nagaland/225,6.0,Newspapers & Media,Mokokchung,Changki Landslide 1,Mokokchung to Mariani Road Between,NH 702D,26.42491,94.38695,05-07-2025,-,2.0,0.0,109.7
2026,Nagaland,Newspapers & Media/2025/Nagaland/226,7.0,Newspapers & Media,Mokokchung,Changki Landslide 2,Mokokchung to Mariani Road road connecting S. Hetoyi,NH 702D,26.42405,94.3922,05-07-2025,-,2.0,0.0,109.7
2026,Nagaland,Newspapers & Media/2025/Nagaland/227,8.0,Newspapers & Media,Niuland,Hetoi Landslide KMC,Village and Ghokuto Village,,25.8431,93.91629,05-07-2025,-,1.0,0.0,28.05
2026,Nagaland,Newspapers & Media/2025/Nagaland/232,9.0,Newspapers & Media,Kohima,Dumping Landslide,Near Old KMC Dumping Site road connecting,,25.71209,94.06691,05-07-2025,-,1.0,0.0,22.74
2026,Nagaland,Newspapers & Media/2025/Nagaland/233,10.0,Newspapers & Media,Longleng,Yongam Landslide,Longleng and Mon districts,NH 702,26.54389,94.84096,02-07-2025,-,1.0,0.0,39.66
2026,Nagaland,Newspapers & Media/2025/Nagaland/234,11.0,Newspapers & Media,Kohima,PHQ Junction Landslide,Near PHQ Jumction,NH 2,25.65848,94.09948,09-07-2025,-,2.0,0.0,31.15
2026,Nagaland,Newspapers & Media/2025/Nagaland/235,12.0,Newspapers & Media,Kohima,Mezhü Landslide,Near Mezhu H.S. School,NH 2,25.66577,94.1017,09-07-2025,-,2.0,0.0,38.83
2026,Nagaland,Newspapers & Media/2025/Nagaland/236,13.0,Newspapers & Media,Kohima,Ura Landslide,,NH 2,25.66184,94.10107,09-07-2025,-,,2.0,24.0
2026,Nagaland,Newspapers & Media/2025/Nagaland/237,14.0,Newspapers & Media,Kohima,Razhu Point Landslide,,NH 2,25.67411,94.10853,09-07-2025,-,,2.0,26.66
2026,Nagaland,Newspapers & Media/2025/Nagaland/247,15.0,Newspapers & Media,Dimapur,Piphema Landslide,,,25.72272,93.90169,08-07-2025,-,,2.0,18.97
2026,Nagaland,Newspapers & Media/2025/Nagaland/248,16.0,Newspapers & Media,Dimapur,Kukidolong Landslide,,,25.77032,93.81766,08-07-2025,-,,2.0,20.88
2026,Nagaland,Newspapers & Media/2025/Nagaland/249,17.0,Newspapers & Media,Kohima,Qhitohe Landslide,Qhitohe Village,,25.9052,93.97231,12-07-2025,-,,2.0,11.14
2026,Nagaland,Newspapers & Media/2025/Nagaland/250,18.0,Newspapers & Media,Dimapur,Hozhukhe Landslide,Niuland Region,,25.88121,93.93481,12-07-2025,-,,2.0,13.88
2026,Nagaland,Newspapers & Media/2025/Nagaland/251,19.0,Newspapers & Media,Dimapur,Vihoto Landslide,Niuland Region,,25.69465,93.66411,12-07-2025,-,,2.0,8.04
2026,Nagaland,Newspapers & Media/2025/Nagaland/259,20.0,Newspapers & Media,Kohima,Phesama Landslide,"just below the Rhododendron Resort,",,25.62196,94.11469,19-07-2025,-,,1.0,20.82
2026,Nagaland,Newspapers & Media/2025/Nagaland/260,21.0,Newspapers & Media,Mokokchung,Nokpu Landslide,Kohima–Mao bypass 1 km away from Nokpu Village,,26.59984,94.4803,25-07-2025,-,,3.0,32.28
2026,Nagaland,APSAC/2025/Nagaland/280,22.0,Newspapers & Media,Mokokchung,Yisemyong Landslide,gate Yisemyong Village area,,26.38927,94.63261,07-08-2025,-,,2.0,40.69
2026,Nagaland,APSAC/2025/Nagaland/281,23.0,Newspapers & Media,Phek,Losami Landslide,Between Losami and,,25.60242,94.42716,09-08-2025,-,,2.0,32.71
2026,Nagaland,APSAC/2025/Nagaland/282,24.0,Newspapers & Media,Phek,Phek Landslide,Phek Village Between Phek Village and,,25.65472,94.43797,09-08-2025,-,,1.0,27.53
2026,Nagaland,Newspapers & Media/2025/Nagaland/315,25.0,Newspapers & Media,Kohima,Koinonia Landslide,"Losami Chainage KM 12.900, near",NH 2,25.74907,94.07805,25-08-2025,-,,2.0,26.93
2026,Nagaland,Newspapers & Media/2025/Nagaland/317,26.0,Newspapers & Media,Mon,Kenchenshu L andslide,Tsiesema Basa between Kenchenshu and Changnyu,,26.45607,94.99089,24-08-2025,-,,2.0,16.67
2026,Nagaland,Newspapers & Media/2025/Nagaland/318,27.0,Newspapers & Media,Mokokchung,Chungtia Landslide,In and around Chungtia,,26.37923,94.44612,28-07-2025,-,2.0,0.0,24.0
2026,Nagaland,Newspapers & Media/2025/Nagaland/344,28.0,Newspapers & Media,Dimapur,Chumoukedi ma Landslide,Region,NH 29,25.79816,93.79787,14-09-2025,-,2.0,0.0,42.01
2026,Nagaland,Newspapers & Media/2025/Nagaland/345,29.0,Newspapers & Media,Dimapur,Pagala Pahar Landslide,,,25.74555,93.78249,14-09-2025,-,1.0,0.0,47.28
2026,Nagaland,Newspapers & Media/2025/Nagaland/354,30.0,Newspapers & Media,Mokokchung,Aongza Landslide,Chungtia Village,,26.32603,94.51105,14-09-2025,-,2.0,0.0,49.91
2026,Nagaland,Newspapers & Media/2025/Nagaland/357,31.0,Newspapers & Media,Mokokchung,Penli Landslide,Upper Penli Ward,,26.32242,94.52008,15-09-2025,-,2.0,0.0,63.3
2026,Nagaland,Newspapers & Media/2025/Nagaland/358,32.0,Newspapers & Media,Zunheboto,Zhekiye Landslide,Between Zhekiye and,,25.92637,94.46042,13-09-2025,-,1.0,0.0,0.0
2026,Nagaland,Newspapers & Media/2025/Nagaland/359,33.0,Newspapers & Media,Kohima,Tseminyu Landslide,Satakha Tseminyu ward 8,,25.9246,94.21497,17-09-2025,-,2.0,0.0,0.0
2026,Nagaland,Newspapers & Media/2025/Nagaland/362,34.0,Newspapers & Media,Phek,Ruzazhu Landslide,,,25.75666,94.38068,17-09-2025,-,1.0,0.0,59.15
2026,Nagaland,Field Survey/2025/Nagaland/367,35.0,Field Survey,Dimapur,Seithekema Landslide,,,25.78506,93.8025,12-09-2025,-,1.0,0.0,59.27
2026,Nagaland,Field Survey/2025/Nagaland/368,36.0,Field Survey,Dimapur,Chumoukedi ma Landslide,,,25.79688,93.80417,12-09-2025,-,1.0,0.0,59.27
2026,Nagaland,Field Survey/2025/Nagaland/369,37.0,Field Survey,Dimapur,2 Chumoukedi ma Landslide,,,25.79689,93.80325,12-09-2025,-,1.0,0.0,59.27
2026,Nagaland,Field Survey/2025/Nagaland/370,38.0,Field Survey,Dimapur,3 Chumoukedi ma Landslide,,,25.79676,93.80239,12-09-2025,-,1.0,0.0,59.27
2026,Nagaland,Field Survey/2025/Nagaland/371,39.0,Field Survey,Dimapur,4 Seithekema Landslide 2,,,25.78406,93.8008,13-09-2025,-,1.0,0.0,39.29
2026,Nagaland,Field Survey/2025/Nagaland/372,40.0,Field Survey,Dimapur,Seithekema Landslide 3,,,25.78005,93.80028,13-09-2025,-,1.0,0.0,39.29
2026,Nagaland,Field Survey/2025/Nagaland/373,41.0,Field Survey,Dimapur,Henivi Landslide,,,25.79988,93.81018,14-09-2025,-,1.0,0.0,24.0
2026,Nagaland,Field Survey/2025/Nagaland/374,42.0,Field Survey,Dimapur,Henivi Landslide 2,,,25.79968,93.80878,14-09-2025,-,1.0,0.0,94.3
2026,Sikkim,Newspapers & Media/2025/Sikkim/8,1.0,Newspapers & Media,Mangan,Munshithang Landslide,Lachen Chungthang Road,,27.6278,88.62077,24-04-2025,-,3.0,0.0,5.48
2026,Sikkim,Newspapers & Media/2025/Sikkim/9,2.0,Newspapers & Media,Mangan,Lema Landslide,Lachung Chungthang Road Near 66/11 kV,NH 310A,27.62842,88.68661,24-04-2025,-,3.0,0.0,5.48
2026,Sikkim,Newspapers & Media/2025/Sikkim/12,3.0,Newspapers & Media,Gangtok,Sichey Landslide,power sub-station at Sichey,NH 310,27.34305,88.60494,12-05-2025,-,1.0,0.0,1.05
2026,Sikkim,Newspapers & Media/2025/Sikkim/13,4.0,Newspapers & Media,Mangan,Lachung Landslide,Between Lachung and Yumthang,,27.69465,88.7463,15-05-2025,-,1.0,0.0,0.0
2026,Sikkim,Newspapers & Media/2025/Sikkim/14,5.0,Newspapers & Media,Gangtok,Namak Khola Landslide Shipgyer,Between Dikshu and Mangan Road between,,27.43607,88.51528,15-05-2025,-,1.0,0.0,0.0
2026,Sikkim,Newspapers & Media/2025/Sikkim/15,6.0,Newspapers & Media,Mangan,Landslide (Rockfall),Chungthang and Gangtok,,27.55614,88.64759,16-05-2025,-,1.0,0.0,6.91
2026,Sikkim,Newspapers & Media/2025/Sikkim/18,7.0,Newspapers & Media,Mangan,Sanklang Landslide,Near Sanklang Bridge,,27.53563,88.50042,21-05-2025,-,2.0,0.0,1.97
2026,Sikkim,Newspapers & Media/2025/Sikkim/60,8.0,Newspapers & Media,Mangan,Theeng Landslide,Near NH 717 A,NH 717A,27.2916,88.59656,30-05-2025,-,1.0,0.0,19.0
2026,Sikkim,Newspapers & Media/2025/Sikkim/61,9.0,Newspapers & Media,Mangan,Chungthang Landslide,Near Chungthang Town,,27.6093,88.65213,30-05-2025,-,2.0,0.0,7.0
2026,Sikkim,Newspapers & Media/2025/Sikkim/140,10.0,Newspapers & Media,Mangan,Chaten Landslide,Lachen Road,,27.71633,88.56335,01-06-2025,-,1.0,3.0,0.0
2026,Sikkim,Newspapers & Media/2025/Sikkim/244,11.0,Newspapers & Media,Mangan,Lungyam Lower Dara Landslide,,,27.43985,88.52406,09-07-2025,-,2.0,0.0,17.02
2026,Sikkim,Newspapers & Media/2025/Sikkim/245,12.0,Newspapers & Media,Soreng,Salangdang Landslide,,,27.11986,88.14839,09-07-2025,-,2.0,0.0,33.61
2026,Sikkim,Newspapers & Media/2025/Sikkim/246,13.0,Newspapers & Media,Soreng,Siktam Landslide,Siktam Tikpur Gram Panchayat,,27.13231,88.11868,09-07-2025,-,1.0,0.0,33.61
2026,Sikkim,Newspapers & Media/2025/Sikkim/262,14.0,Newspapers & Media,Gangtok,Bardang Landslide,Singtam and Rangpo,NH 10,27.22417,88.49307,29-07-2025,-,2.0,0.0,71.52
2026,Sikkim,Newspapers & Media/2025/Sikkim/263,15.0,Newspapers & Media,Gangtok,Tintek Landslide,Singtam-Dikchu Road,,27.384,88.50508,29-07-2025,-,1.0,0.0,84.56
2026,Sikkim,Newspapers & Media/2025/Sikkim/264,16.0,Newspapers & Media,Gangtok,Kokaley Landslide,Singtam-Dikchu Road,,27.33077,88.49228,29-07-2025,-,2.0,0.0,136.02
2026,Sikkim,Newspapers & Media/2025/Sikkim/265,17.0,Newspapers & Media,Namchi,Phongla Landslide,between Namthang and Namchi,,27.17435,88.45204,29-07-2025,-,2.0,0.0,46.84
2026,Sikkim,Newspapers & Media/2025/Sikkim/266,18.0,Newspapers & Media,Pakyong,Bhanu Turning Landslide,Rangpo Rorathang Road,,27.23965,88.59373,29-07-2025,-,2.0,0.0,58.8
2026,Sikkim,Newspapers & Media/2025/Sikkim/267,19.0,Newspapers & Media,Gangtok,Pani House Landslide,Near Pani House Gangtok,,27.32194,88.60869,29-07-2025,-,2.0,0.0,70.42
2026,Sikkim,Newspapers & Media/2025/Sikkim/268,20.0,Newspapers & Media,Gyalshin g,Rimbi Landslide,Near Rimbi Waterfall,,27.3137,88.18995,28-07-2025,-,2.0,0.0,27.61
2026,Sikkim,Newspapers & Media/2025/Sikkim/269,21.0,Newspapers & Media,Gangtok,Paljor Landslide,Near Paljor Stadium,,27.33668,88.61024,30-07-2025,-,2.0,0.0,11.63
2026,Sikkim,Newspapers & Media/2025/Sikkim/314,22.0,Newspapers & Media,Mangan,Tung Landslide,Tung Village,,27.54925,88.64498,19-08-2025,-,2.0,3.0,13.58
2026,Sikkim,Newspapers & Media/2025/Sikkim/322,23.0,Newspapers & Media,Mangan,Lingding Landslide,,,27.50571,88.5281,02-09-2025,-,2.0,0.0,24.0
2026,Sikkim,Newspapers & Media/2025/Sikkim/323,24.0,Newspapers & Media,Gangtok,Bardang Landslide2,Between Singtam and Rangpo,NH 10,27.22379,88.492,08-09-2025,-,2.0,0.0,0.0
2026,Sikkim,Newspapers & Media/2025/Sikkim/340,25.0,Newspapers & Media,Gyalshin g,Upper Rimbi Landslide,Yangthang,,27.30811,88.17378,12-09-2025,-,2.0,4.0,20.65
2026,Sikkim,Newspapers & Media/2025/Sikkim/342,26.0,Newspapers & Media,Gyalshin g,Thangsing Landslide,Thangsing Village,,27.21536,88.46604,08-09-2025,-,2.0,1.0,5.19
