report_year,state,slide_id,slide_no,source,district,name,location,nh_sh_affected,latitude,longitude,date_of_event,time_of_event,type_of_event,casualty,rainfall_mm
2021,Arunachal Pradesh,Newspaper/2021/Arunachal Pradesh/14,14.0,Newspaper,West Kameng,Membachur_Garbow_ landslide,between Membachur and Garbow vilages,,27.188507,92.303984,2021-04-28,-,,,
2021,Arunachal Pradesh,Nwspaper/2021/Arunachal Pradesh/8,8.0,Nwspaper,West Kemeng,BCT Road Landslide,"(CT) road near Saddle, Nechiphu",,27.2676,92.43801,2021-05-05,9:30,2.0,2.0,
2021,Arunachal Pradesh,Online Media/2021/Arunachal Pradesh/12,12.0,Online Media,Upper Siang,Pasighat_Yingkiong Landslide,Pasighat fo Vignkiong (100 kns irom Yingkong),NH52,28.206774,95.235101,2021-05-20,-,2.0,,
2021,Arunachal Pradesh,Nwspaper/2021/Arunachal Pradesh/10,10.0,Nwspaper,West Kemeng,Nechipu_Sadsle_landslide,80;3-km between Nechiphu and Saddle,,27.208119,92.479767,2021-05-25,-,3.0,,
2021,Arunachal Pradesh,Online Media/2021/Arunachal Pradesh/,,Online Media,East Siang,tung Landsio,Rotung Vilage at Kebang,,,,2021-05-27,-,1.0,,47-796006
2021,Arunachal Pradesh,Onine Meda/2021/Arunachal Pradesh/,,Onine Meda,Papum Pare,,"Near Indra Gandhi Park entry gate, Nanagar",,27.095983,93.622302,2021-05-91,-,3.0,,
2021,Arunachal Pradesh,Online Media/2021/Arunachal Pradesh/1,1.0,Online Media,Papum Pare,Loporang Landside,Leporiang,NH1S,21.0,93.385072,2021-06-08,moming,,,150.76867
2021,Arunachal Pradesh,Onine Meda/2021/Arunachal Pradesh/13,13.0,Onine Meda,West Siang,Garu Landside,"near Gar, 25 km fom Lkaball",,27.796145,94.71936,2021-06-20,-,3.0,,
2021,Arunachal Pradesh,Newspaper/2021/Arunachal Pradesh/,,Newspaper,,Kuthong Landside,Kuthong Vilage in Trap Dstict,,26.1988,95.0961,2021-06-22,1:30,,1.0,
2021,Arunachal Pradesh,Onine Meda/2021/Arunachal Pradesh/,,Onine Meda,East Siang,Sangam _brdge_colapse,Sangam Bridge Collapse near Pangin,,28.239722,94.9963,2021-06-27,-,3.0,,
2021,Arunachal Pradesh,Nwspaper/2021/Arunachal Pradesh/7,7.0,Nwspaper,,Todelandside,Tode Vilage,,27.985819,94.487808,2021-07-08,-,2.0,,73121885
2021,Arunachal Pradesh,Newspaper/2021/Arunachal Pradesh/,,Newspaper,East Sang,Sik Waterfall Lancsiao|,fowards Pangn and Aso,,28.122058,95.274842,2021-08-13,1440,3.0,,2.64227
2021,Arunachal Pradesh,Newspaper/2021/Arunachal Pradesh/,,Newspaper,West Slang,Liksbal_ Basar lands,Between Liabell and Basar,,13.0,94.721222,2021-08-13,-,,,19.048726
2021,Arunachal Pradesh,Newspaper/2021/Arunachal Pradesh/16,16.0,Newspaper,,Raga landslide,Raga headquarters,,27.794025,94.073964,2021-09-08,-,3.0,,
2021,Arunachal Pradesh,Newspaper/2021/Arunachal Pradesh/17,17.0,Newspaper,West Kameng,20_landsides_8CT_road,,,27.104442,92.586072,2021-09-20,-,,,
2021,Arunachal Pradesh,Newspaper/2021/Arunachal Pradesh/,,Newspaper,Upper Siang,Tutng_Yingkong landslide,Between Tuting and Vngkiong,,28.8496,94.740649,2024-08-12,-,,,75.210088
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/1,1.0,Newspapers & Media,Lower Dibang Valley,Roing Anini,Roing Anini Road,NH 313,28.2333,95.7776,2023-02-24,--,2.0,0.0,21.31
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/6,6.0,Newspapers & Media,Upper Siang,Tuting Landslide,Bomdo_Janbo_Road,NH 13,28.78213823,94.86047758,2023-03-24,--,3.0,0.0,
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/7,7.0,Newspapers & Media,Upper Siang,Mossing Landslide,Yingkiong_Tuting_Road,Yingkiong_Tuting_Road,28.79895656,94.77570872,2023-05-05,2:00 AM,3.0,4.0,
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/4,4.0,Newspapers & Media,Kurung Kumey,Kurung 1,near Kurung bridge,Koloriang to Parsi Parlo road,27.89451833,93.43502779,2023-05-06,--,3.0,0.0,
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/5,5.0,Newspapers & Media,Kurung Kumey,Kurung 2,,Koloriang to Parsi Parlo road,27.8964705,93.42410335,2023-05-06,--,3.0,0.0,
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/17,17.0,Newspapers & Media,West Kameng,Tippi Landslide,Balipara-Chariduar-Tawang Road (Tippi,NH 13,27.026924,92.610166,2023-06-12,--,2.0,0.0,
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/33,33.0,Newspapers & Media,Papum pare,Karsingsa Landslide,"NH-415, between Bandardeva and",NH-415,27.095932,93.828636,2023-06-23,--,2.0,0.0,
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/34,34.0,Newspapers & Media,Papum pare,Puroik Landslide,,Nh-415,27.101535,93.671454,2023-06-23,--,2.0,0.0,
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/35,35.0,Newspapers & Media,West Kameng,Sessa Landslide,Balipara-Charduar-Tawang road,--,27.10699,92.525162,2023-06-23,--,2.0,0.0,
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/36,36.0,Newspapers & Media,West Siang,Pangin Landslide,Aalo Pangin Landslide,--,28.233721,94.930641,2023-06-23,--,2.0,0.0,
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/50,50.0,Newspapers & Media,Siang district,Pangin Landslide,Pangin Pasighat road section,NH 13,28.095267,95.282822,2023-07-16,Morning,2.0,0.0,78.259454
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/53,53.0,Newspapers & Media,Upper Subansiri,Taliha Landslide,Donyi Colony in Taliha town,--,28.235584,94.144356,2023-07-28,--,2.0,0.0,76.79615263
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/54,54.0,Newspapers & Media,Siang district,"NH 13, Pangin Landslide",NH 13,NH 13,28.14251,95.269295,2023-07-28,8:30 AM,2.0,0.0,195.0684341
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/64,64.0,Newspapers & Media,Lower Siang,Siji Landslide,Likabali Aalo Road,--,27.717104,94.697075,2023-08-18,--,2.0,0.0,4.32477905
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/72,72.0,Newspapers & Media,West Kameng,Nag Mandir Landslide,Nag Mandir - Rupa Road,NH 13,27.204944,92.547048,2023-08-27,--,2.0,0.0,13.39995506
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/73,73.0,Newspapers & Media,West Kameng,Rupa Landslide,Shergaon - Rupa Road,--,27.203191,92.38797,2023-08-27,--,2.0,0.0,18.61701869
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/74,74.0,Newspapers & Media,West Kameng,Dengzi Landslide,Dengzi Labor Camp Area,--,27.057521,92.136539,2023-08-27,--,2.0,0.0,203.8414724
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/75,75.0,Newspapers & Media,West Kameng,Tenzin Landslide,Kalaktang - Tenzin Gaon Road,--,27.09638,92.218027,2023-08-27,--,2.0,0.0,208.6173178
2023,Arunachal Pradesh,Newspapers & Media/2023/Arunachal Pradeshh/85,85.0,Newspapers & Media,Lower Subansiri,Subansiri Landslide,Near Subansiri Hydropower project dam,--,27.552115,94.258982,2023-10-27,11:30 AM,2.0,0.0,0
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/84,,Newspapers & Media,Papum Pare,Division IV Landslide,"Division IV Landslide area, Itanagar",,27.090926,93.605705,01-07-2024,,3.0,0.0,473.2
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/105,,Newspapers & Media,Papum Pare,Baat Landslide,Itanagar-Baat Road,,27.089317,93.591888,01-07-2024,,3.0,0.0,179.7
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/106,,Newspapers & Media,Siang District,Pangin Landslide,Lokpeng and Pangin Tri- junction,,28.233305,94.98636,04-07-2024,Morning,2.0,0.0,2.999
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/118,,Newspapers & Media,Papum Pare,Karsingsa Landslide,Between Nirjuli and Banderdewa,NH 415,27.121839,93.783633,05-07-2024,Morning,3.0,0.0,106.57
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/119,,Newspapers & Media,Shi Yomi,Shi Yomi Landslide,,,28.697524,94.316142,05-07-2024,,2.0,1.0,123.13
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/120,,Newspapers & Media,Anjaw,Mompani Landslide,Tezu-Hayuliang road,,28.047143,96.439961,05-07-2024,,3.0,0.0,108.67
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/121,,Newspapers & Media,KraDaadi,Palin Landslide,Palin- Taraklengdi Road,,27.72775,93.636163,05-07-2024,,2.0,0.0,5.18
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/117,,Newspapers & Media,Siang District,Babuk Landslide,highway between Babuk and Kebang Village,NH 13,28.142494,95.093074,06-07-2024,1:00,3.0,0.0,24.3
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/176,,Newspapers & Media,Tawang,Bramadungch ung Landslide,Near Bramadungchun g Ani Gonpa,,27.611051,91.857654,07-09-2024,4:00,2.0,0.0,9.57
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/127,,Newspapers & Media,West Kameng,Palizi Landslide,Between Rupa and Seppa,,27.307091,92.792901,14-07-2024,,3.0,0.0,13.1
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/52,,Newspapers & Media,Upper Siang,Bomdo Landslide,Between Ramsing and Bomdo,,28.748529,94.910333,15-06-2024,,3.0,0.0,23.9
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/6,,Newspapers & Media,KurungKu mey,Pach Nallah Landslide,Between Leel village and Tagum camp/6 kilo under Sangram circle,Road,27.78598,93.542196,16-05-2024,Morning,3.0,0.0,1.8
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/67,,Newspapers & Media,Changlang,Rangfra Landslide,"Near Rangfra Mandir, Changlang",,27.141177,95.746747,16-06-2024,,3.0,0.0,9.29
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/62,,Newspapers & Media,Papum Pare,Karsingsa Landslide,Between Nirjuli and Banderdewa,NH 415,27.121869,93.783419,18-06-2024,,3.0,0.0,47.33
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/134,,Newspapers & Media,Papum Pare,Holongi Landslide,BetweeenHolon gi and Itanagar,NH 415,27.031002,93.621829,22-07-2024,,3.0,0.0,78.83
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/66,,Newspapers & Media,Papum Pare,Itanagar Landslide,Itanagar City Area,NH 415,27.099654,93.62708,23-06-2024,10:30,2.0,0.0,7.91
2025,Arunachal Pradesh,Newspapers & Media/2024/Aarunachal Pradesh/2,,Newspapers & Media,Dibang Valley,Hunli and Anini,BetweeenHunli and Anini,NH 313,28.233285,95.777581,24-04-2024,5:00 PM,3.0,0.0,31.155
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/69,,Newspapers & Media,Lower Siang,Siji Landslide,Likabali-Basar- Daporijo Road,NH 13,27.923784,94.711676,25-06-2024,,3.0,0.0,276.6
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/68,,Newspapers & Media,West Kameng,Tippi Landslide,Road connecting Bomdila-Seppa- Tawang.,,27.03649,92.605617,26-06-2024,,3.0,0.0,163.89
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/71,,Newspapers & Media,Siang District,Tarak Landslide,Pasighat- Pangin-Aalo road,NH 13,28.226541,94.883203,29-06-2024,,3.0,0.0,173.13
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/72,,Newspapers & Media,Papum Pare,Jullang Landslide,"Ganga Jullang Road, Itanagar",,27.07383,93.6327,29-06-2024,,3.0,0.0,105.53
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/73,,Newspapers & Media,West Siang,Tatu Landslide,AaloMechuka Road,,28.519848,94.361341,29-06-2024,,2.0,0.0,543.15
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/75,,Newspapers & Media,Lohit,Demwe Landslide,Demwe- Brahmakund Tri Junction to Parashuram Kund-Wakro Road,NH 13,27.886843,96.374843,29-06-2024,,3.0,0.0,339.6
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/76,,Newspapers & Media,Anjaw,Hayuliang Landslide,RamMandir- Tidding-Khupa- Hayuliang- Hawai Road,NH 113,28.06798,96.565515,29-06-2024,,2.0,0.0,386.8
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/80,,Newspapers & Media,Siang District,Babuk Landslide,highway between Babuk and Kebang Village,NH 13,28.142213,95.092954,29-06-2024,,3.0,0.0,197.4
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/78,,Newspapers & Media,East Kameng,Bana Landslide,Bana Chepa Road,NH 13,27.30978,92.958741,30-06-2024,,3.0,0.0,102.74
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/79,,Newspapers & Media,Upper Siang,Jengging Landslide,Pasighat - Mariyang- Yingkiong Road,,28.676866,94.964479,30-06-2024,,3.0,0.0,172.54
2025,Arunachal Pradesh,Newspapers & Media/2024/Arunachal Pradesh/85,,Newspapers & Media,KurungKu mey,Rengchi Landslide,Rengchi area in Kurung,,27.895164,93.430041,30-06-2024,,3.0,0.0,453.17
2021,Assam,Onine Meda/2021/Assam/72,72.0,Onine Meda,Kamrup moto,Water_works_colony landslide,water Werks Colony,,26.162764,91.694598,2021-06-18,4:30,,1.0,125.169673
2021,Assam,Nwspaper/2021/Assam/75,75.0,Nwspaper,Kamvup metro,Borabar_landside,Borba,,26.154238,91.810529,2021-08-06,14:20,2.0,1.0,
2021,Assam,Newspaper/2021/Assam/72,72.0,Newspaper,Nagson,Burapahar Landsie,Kaliabor,N39,26.574761,93.110006,2021-08-25,-,3.0,,7.909585
2021,Assam,Newspaper/2021/Assam/74,74.0,Newspaper,Kamrup moto,Pandu_Iandslide,Gunahat,,26.170251,91.690164,2021-10-20,-,,,
2023,Assam,Newspapers & Media/2023/Assam/80,80.0,Newspapers & Media,Kamrup Metro,Kharguli Landslide,Kharguli hill,--,26.19676,91.76544,06-10-2023,--,2.0,0.0,64.05
2023,Assam,Newspapers & Media/2023/Assam/81,81.0,Newspapers & Media,Kamrup Metro,Bamunimaidam Landslide,Bamunimaidam area,--,26.187105,91.793724,06-10-2023,--,2.0,0.0,64.05
2023,Assam,Newspapers & Media/2023/Assam/82,82.0,Newspapers & Media,Kamrup Metro,Lechubagan Landslide,"Hengrabari Area, Guwahati",--,26.152334,91.798065,07-10-2023,--,2.0,0.0,3.36
2023,Assam,Newspapers & Media/2023/Assam/83,83.0,Newspapers & Media,Kamrup Metro,Kahilipara Landslide,"Kahilipara, Guwahati",--,26.141897,91.75701,07-10-2023,--,2.0,0.0,3.36
2023,Assam,Newspapers & Media/2023/Assam/8,8.0,Newspapers & Media,Dhemaji,Subansiri Lower Hydroelectric Project,Gerukamukh,--,27.55468158,94.25992713,2023-04-03,--,1.0,0.0,9.30
2023,Assam,Newspapers & Media/2023/Assam/23,23.0,Newspapers & Media,Kamrup Metro,Dhirenpara Landslide,Katahbari Main Road area,--,26.123803,91.719487,2023-06-17,--,2.0,1.0,176.45
2023,Assam,Newspapers & Media/2023/Assam/40,40.0,Newspapers & Media,Kamrup,Joramuhuria-Khokhapara road,Joramuhuria-Khokhapara road,--,25.894901,91.43331,2023-06-29,--,2.0,0.0,74.82
2023,Assam,Newspapers & Media/2023/Assam/66,66.0,Newspapers & Media,Cachar,Lalpani Landslide,"NH-37, Lalpani area",NH-37,24.795353,93.038339,2023-08-21,--,2.0,0.0,1.96
2025,Assam,Newspapers & Media/2024/Assam/4,,Newspapers & Media,Dima Hasao,Jatinga Landslide,Between Jatinga and Harangajao Station,,25.109872,92.891914,01-05-2024,,3.0,0.0,15.646
2025,Assam,Newspapers & Media/2024/Assam/5,,Newspapers & Media,Cachar,Damcherra Landslide,Badarpur Pahar line,,25.019471,92.76249,03-05-2024,,3.0,0.0,9.759
2025,Assam,Newspapers & Media/2024/Assam/36,,Newspapers & Media,Kamrup Metro,Katahbari Landslide,"Masjid Road No. 1, Katahbari",,26.125215,91.71827,03-06-2024,Daytime,3.0,1.0,70.83
2025,Assam,Newspapers & Media/2024/Assam/37,,Newspapers & Media,Kamrup Metro,Gramya Nagar Landslide,"Gramya Nagar Path, Pandu",,26.160366,91.698208,03-06-2024,Daytime,2.0,0.0,72.56
2025,Assam,Newspapers & Media/2024/Assam/115,,Newspapers & Media,Kamrup Metro,8th Mile Landslide,"8th Mile Area, Jorabat",,26.111529,91.846223,04-07-2024,Night,2.0,2.0,35.38
2025,Assam,Newspapers & Media/2024/Assam/154,,Newspapers & Media,Dima Hasao,Damchera Landslide,SilcharHaflong Road section,NH 27,25.006926,92.747317,10-08-2024,,3.0,0.0,0
2025,Assam,Newspapers & Media/2024/Assam/125,,Newspapers & Media,Kamrup Metro,Bonda Landslide,"Guwahati’s Bonda locality, Amgaon",,26.179508,91.829241,12-07-2024,,2.0,0.0,182.02
2025,Assam,Newspapers & Media/2024/Assam/63,,Newspapers & Media,Karimganj,Bendargool Landslide,Between Gainachora- Bendargool village,,24.787043,92.523786,19-06-2024,12:45,2.0,5.0,199.48
2025,Assam,Newspapers & Media/2024/Assam/11,,Newspapers & Media,Tinsukia,Tikok Landslide,Situated between Bargolai and Namdang under the Tikok colliery in Ledo,,27.282038,95.738226,26-05-2024,12:30,2.0,0.0,21.025
2025,Assam,Newspapers & Media/2024/Assam/12,,Newspapers & Media,Dhemaji,Subansiri Landslide,NHPC Lower Subansiri Hydroelectricity Project in Gogamukh,,27.532524,94.263033,27-05-2024,Day,2.0,1.0,50.167
2025,Assam,Newspapers & Media/2024/Assam/32,,Newspapers & Media,Kamrup Metro,Krishna Nagar Landslide,Lal Ganesh Area,,26.144954,91.747639,29-05-2024,,2.0,1.0,206.555
2025,Assam,Newspapers & Media/2024/Assam/38,,Newspapers & Media,Dima Hasao,Mahur Landslide,Mahur Lasang Road,NH 27,25.179895,93.116465,30-05-2024,,3.0,0.0,154.662
2025,Assam,Newspapers & Media/2024/Assam/39,,Newspapers & Media,Dima Hasao,Lungkhok Landslide,"Road side, Lungkhok",,25.202045,93.01028,30-05-2024,,3.0,0.0,511.005
2025,Assam,Newspapers & Media/2024/Assam/40,,Newspapers & Media,Dima Hasao,Bethel Landslide,"Road side, Bethel",,25.1934,93.020431,30-05-2024,,3.0,0.0,373.117
2025,Assam,Newspapers & Media/2024/Assam/41,,Newspapers & Media,Kamrup Metro,Rudra Nagar Landslide,"Chandmari, Guwahati",,26.190964,91.775725,30-05-2024,1:30,2.0,0.0,44.782
2021,Manipur,Online Media/2021/Manipur/22,22.0,Online Media,Senapat,Tujang_Waichong landslide,Between Tujang Weichong and Selsi Vilage,,25.217862,93.920128,2021-05-06,-,2.0,,
2021,Manipur,Nwspaper/2021/Manipur/50,50.0,Nwspaper,,Mini_Secretariat landlsice,"ini Secretariat Complex, Hamlekhong",,25.091769,94.358421,2021-05-16,-,1.0,,
2021,Manipur,Onine Meda/2021/Manipur/,,Onine Meda,Temenglong,Tamel2_andside,Tam Vilage,,25.158208,99.677995,2021-06-07,-,3.0,,
2021,Manipur,Onine Meds/2021/Manipur/,,Onine Meds,,Tame ands,Tama Vilage,,25.158208,95.677005,2021-06-28,-,3.0,,
2021,Manipur,Onine Meds/2021/Manipur/,,Onine Meds,,Sibiong_tomple._landsido,Sibiong Temple,,24.787368,93.932595,2021-07-19,-,1.0,,
2021,Manipur,Nwspaper/2021/Manipur/28,28.0,Nwspaper,,Thingou_lendside,Nungba PS.,,24.610059,93.440246,2021-07-19,14:50,1.0,3.0,
2021,Manipur,Onine Meda/2021/Manipur/,,Onine Meda,Chandel,Chahmollandside,chahmal Vilage,,24.219568,94.180248,2021-07-26,-,3.0,,
2021,Manipur,Nwspaper/2021/Manipur/23,23.0,Nwspaper,,Lamienkon landslide,Lamienkon in Tung Valchong,,25.241119,93.857702,2021-08-02,3:30,1.0,,
2021,Manipur,Nwspaper/2021/Manipur/25,25.0,Nwspaper,,Awang_khul_Iandside|,5 km away fom Anang Khul Vilage,NH87,24.2604,93.56119,2021-08-16,-,3.0,,
2021,Manipur,Nwspaper/2021/Manipur/24,24.0,Nwspaper,Churachandpur,S_klep_landside,5 Krolep village,,24.503658,93.509375,2021-08-20,-,2.0,,
2021,Manipur,Newspaper/2021/Manipur/52,52.0,Newspaper,Chandel,Khuimulen-Sajiklandside,Khuimulen-Safk Road in Sak Valley,,26.005219,93.915829,2021-10-08,-,,,
2023,Manipur,Newspapers & Media/2023/Manipur/62,62.0,Newspapers & Media,Noney,Awangkhul Landslide,Jiribam Imphal Road,NH 37,24.820487,93.550414,2023-08-16,4:00 PM,2.0,0.0,5.34347082
2023,Manipur,Newspapers & Media/2023/Manipur/63,63.0,Newspapers & Media,Noney,Khongsang Landslide,Imphal Silchar Road,NH 37,24.826582,93.477731,2023-08-16,--,2.0,0.0,0
2023,Manipur,Newspapers & Media/2023/Manipur/65,65.0,Newspapers & Media,Noney,Awangkhul Landslide,Jiribam Imphal Road,NH 37,24.820481,93.55041,2023-08-20,7:00 AM,3.0,2.0,0
2025,Manipur,Newspapers & Media/2024/Manipur/143,,Newspapers & Media,Bishnupur,Thanga Part I Landslide,Thanga Part I Gram Panchayat,,24.53455,93.83401,01-08-2024,,3.0,0.0,29.43
2025,Manipur,Newspapers & Media/2024/Manipur/144,,Newspapers & Media,Bishnupur,Thanga Part II Landslide,Thanga Part II Gram Panchayat,,24.52563,93.81729,01-08-2024,,2.0,0.0,30.67
2025,Manipur,Newspapers & Media/2024/Manipur/145,,Newspapers & Media,Bishnupur,Thanga Ngaram Landslide,Thanga NgaramChinkha Region,,24.5226,93.81477,01-08-2024,,2.0,0.0,29.43
2025,Manipur,Newspapers & Media/2024/Manipur/146,,Newspapers & Media,Bishnupur,Oinam Landslide,OinamLeikai,,24.73502,93.919,01-08-2024,,2.0,0.0,12.63
2025,Manipur,Newspapers & Media/2024/Manipur/147,,Newspapers & Media,Bishnupur,Heisnam Landslide,Thanga Region,,24.52711,93.82001,01-08-2024,,2.0,0.0,29.43
2025,Manipur,Newspapers & Media/2024/Manipur/182,,Newspapers & Media,Noney,AwangkhulRa ngkhung Landslide,Between Awangkhul and Langkhong,NH 37,24.83803,93.5706,01-10-2024,Morning,2.0,0.0,2.21
2025,Manipur,Newspapers & Media/2024/Manipur/98,,Newspapers & Media,Ukhrul,MongkotChep u Landslide,Imphal Ukhrul Road,NH 202,24.95445,94.21625,02-07-2024,9:00 AM,2.0,0.0,428.38
2025,Manipur,Newspapers & Media/2024/Manipur/100,,Newspapers & Media,Ukhrul,Kazipphung Landslide,Imphal-Ukhrul Road,NH 202,25.06391,94.34178,03-07-2024,6:00 AM,2.0,0.0,37.95
2025,Manipur,Newspapers & Media/2024/Manipur/114,,Newspapers & Media,Kangpokpi,Kangpokpi Landslide,Between Daili village and Yaikongpao village,NH 2,25.13191,93.96529,04-07-2024,11:00 PM,2.0,0.0,32.18
2025,Manipur,Newspapers & Media/2024/Manipur/150,,Newspapers & Media,Jiribam,JiribamSonapu r Landslide,"Sonapur Gram Panchayat, Jiribam",,24.75096,93.13879,06-08-2024,3:30 AM,2.0,1.0,71.32
2025,Manipur,Newspapers & Media/2024/Manipur/151,,Newspapers & Media,Churachandpur,Nungba Landslide,Near Nungba region,NH 37,24.75648,93.42788,07-08-2024,Early,3.0,0.0,34.76
2025,Manipur,Newspapers & Media/2024/Manipur/152,,Newspapers & Media,Tamenglong,Kaimai Landslide,Kaimai Village area,NH 37,24.72047,93.26164,07-08-2024,,3.0,0.0,40.56
2025,Manipur,Newspapers & Media/2024/Manipur/157,,Newspapers & Media,Ukhrul,Hamleikhong Landslide,Hamleikhong Area,,25.092,94.35854,12-08-2024,5:00 PM,2.0,1.0,26.8
2025,Manipur,Newspapers & Media/2024/Manipur/160,,Newspapers & Media,Kangpokpi,K. Sinam Landslide,K. Sinam Village in Kangpokpi District along NH-37,NH 37,24.78893,93.73187,18-08-2024,,2.0,0.0,104.36
2025,Manipur,Newspapers & Media/2024/Manipur/161,,Newspapers & Media,Noney,Awangkhul Landslide,Noney District along NH-37,NH 37,24.81961,93.55647,18-08-2024,,3.0,0.0,104.36
2025,Manipur,Newspapers & Media/2024/Manipur/16,,Newspapers & Media,Ukhrul,Kasom Landslide,Near Kasom Village,,24.67507,94.27133,27-05-2024,10:30 AM,3.0,0.0,89.176
2025,Manipur,Newspapers & Media/2024/Manipur/30,,Newspapers & Media,Imphal,Imphal Landslide,Imphal Jiribam Road,NH 37,24.78167,93.7777,28-05-2024,,3.0,0.0,347.347
2025,Manipur,Newspapers & Media/2024/Manipur/31,,Newspapers & Media,Senapati,Senapati Landslide,Senapati Thonglang Road,,25.26763,93.97409,28-05-2024,,2.0,1.0,271.775
2025,Manipur,Newspapers & Media/2024/Manipur/139,,Newspapers & Media,Tamenglong,Dimthanlong L andslide,"Dimthanlong village, Tamenglong Ward No. 3",,24.98131,93.49901,29-07-2024,,2.0,2.0,1.19
2025,Manipur,Newspapers & Media/2024/Manipur/140,,Newspapers & Media,Imphal East,Sinam Landslide,Along NH-37 near K. Sinam village,NH 37,24.7764,93.79057,29-07-2024,,2.0,0.0,11.86
2025,Manipur,Newspapers & Media/2024/Manipur/141,,Newspapers & Media,Tamenglong,Rengpang Landslide,Between Nungba and Rengpang villages,NH 37,24.76632,93.43601,29-07-2024,,2.0,0.0,0
2025,Manipur,Newspapers & Media/2024/Manipur/142,,Newspapers & Media,Tamenglong,Taodaijang Landslide,Between Taodaijang and Rengpang village,,24.75121,93.46316,29-07-2024,,2.0,0.0,0
2021,Meghalaya,Nwspaper/2021/Meghalaya/18,18.0,Nwspaper,,Sonapani_tandside,"Sonapani Hycro-Elecric Power Project,",,25.585645,91.26468,2021-02-28,-,1.0,,
2021,Meghalaya,Nwspaper/2021/Meghalaya/18,18.0,Nwspaper,West Garo Hills,Tura_daly_stretoh,Tura-Dau stretch,N51,25.499058,90.214688,2021-05-20,-,1.0,,
2021,Meghalaya,Onine Meda/2021/Meghalaya/,,Onine Meda,South Garo Hil,Makona_Vilage_landsie,Matkona Vilage Baghmara town,,25.202603,90.831915,2021-06-20,-,,,200134458
2021,Meghalaya,Online Media/2021/Meghalaya/20,20.0,Online Media,,Kulang_landside,"Kuang Vilage, Khlerhat",NH08,25.081742,92.262069,2021-08-02,7:00,3.0,,90.084187
2023,Meghalaya,Newspapers & Media/2023/Meghalaya/84,84.0,Newspapers & Media,West Jaintia Hills,Pynthorlangtein Landslide,Pynthorlangtein Village,--,25.390614,92.180176,08-10-2023,--,2.0,4.0,74.14568969
