incident_id,report_year,state,district,name,location,nh_sh_affected,latitude,longitude,date_of_event,rainfall_mm,type_of_event,casualty,computed_severity,source,slide_id
711,2026,Sikkim,Mangan,Lachung Landslide,Between Lachung and Yumthang,,27.69465,88.7463,2025-05-15,0.0,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Sikkim/13
712,2026,Sikkim,Gangtok,Namak Khola Landslide Shipgyer,Between Dikshu and Mangan Road between,,27.43607,88.51528,2025-05-15,0.0,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Sikkim/14
713,2026,Sikkim,Mangan,Landslide (Rockfall),Chungthang and Gangtok,,27.55614,88.64759,2025-05-16,6.91,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Sikkim/15
714,2026,Sikkim,Mangan,Sanklang Landslide,Near Sanklang Bridge,,27.53563,88.50042,2025-05-21,1.97,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Sikkim/18
715,2026,Sikkim,Mangan,Theeng Landslide,Near NH 717 A,NH 717A,27.2916,88.59656,2025-05-30,19.0,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Sikkim/60
716,2026,Sikkim,Mangan,Chungthang Landslide,Near Chungthang Town,,27.6093,88.65213,2025-05-30,7.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Sikkim/61
717,2026,Sikkim,Mangan,Chaten Landslide,Lachen Road,,27.71633,88.56335,2025-06-01,0.0,1.0,3.0,0.5,Newspapers & Media,Newspapers & Media/2025/Sikkim/140
718,2026,Sikkim,Mangan,Lungyam Lower Dara Landslide,"Mangan, Sikkim",,27.43985,88.52406,2025-07-09,17.02,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Sikkim/244
719,2026,Sikkim,Soreng,Salangdang Landslide,"Soreng, Sikkim",,27.11986,88.14839,2025-07-09,33.61,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Sikkim/245
720,2026,Sikkim,Soreng,Siktam Landslide,Siktam Tikpur Gram Panchayat,,27.13231,88.11868,2025-07-09,33.61,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Sikkim/246
721,2026,Sikkim,Gangtok,Bardang Landslide,Singtam and Rangpo,NH 10,27.22417,88.49307,2025-07-29,71.52,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Sikkim/262
722,2026,Sikkim,Gangtok,Tintek Landslide,Singtam-Dikchu Road,,27.384,88.50508,2025-07-29,84.56,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Sikkim/263
723,2026,Sikkim,Gangtok,Kokaley Landslide,Singtam-Dikchu Road,,27.33077,88.49228,2025-07-29,136.02,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Sikkim/264
724,2026,Sikkim,Namchi,Phongla Landslide,between Namthang and Namchi,,27.17435,88.45204,2025-07-29,46.84,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Sikkim/265
725,2026,Sikkim,Pakyong,Bhanu Turning Landslide,Rangpo Rorathang Road,,27.23965,88.59373,2025-07-29,58.8,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Sikkim/266
726,2026,Sikkim,Gangtok,Pani House Landslide,Near Pani House Gangtok,,27.32194,88.60869,2025-07-29,70.42,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Sikkim/267
727,2026,Sikkim,Gyalshing,Rimbi Landslide,Near Rimbi Waterfall,,27.3137,88.18995,2025-07-28,27.61,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Sikkim/268
728,2026,Sikkim,Gangtok,Paljor Landslide,Near Paljor Stadium,,27.33668,88.61024,2025-07-30,11.63,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Sikkim/269
729,2026,Sikkim,Mangan,Tung Landslide,Tung Village,,27.54925,88.64498,2025-08-19,13.58,2.0,3.0,0.8,Newspapers & Media,Newspapers & Media/2025/Sikkim/314
730,2026,Sikkim,Mangan,Lingding Landslide,"Mangan, Sikkim",,27.50571,88.5281,2025-09-02,24.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Sikkim/322
731,2026,Sikkim,Gangtok,Bardang Landslide2,Between Singtam and Rangpo,NH 10,27.22379,88.492,2025-09-08,0.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Sikkim/323
732,2026,Sikkim,Gyalshing,Upper Rimbi Landslide,Yangthang,,27.30811,88.17378,2025-09-12,20.65,2.0,4.0,0.85,Newspapers & Media,Newspapers & Media/2025/Sikkim/340
733,2026,Sikkim,Gyalshing,Thangsing Landslide,Thangsing Village,,27.21536,88.46604,2025-09-08,5.19,2.0,1.0,0.7,Newspapers & Media,Newspapers & Media/2025/Sikkim/342
734,2026,Sikkim,Gyalshing,Sardong Landslide,Sardung Lungjik Gram Panchayat,,27.28455,88.19555,2025-09-14,40.92,2.0,1.0,0.7,Newspapers & Media,Newspapers & Media/2025/Sikkim/348
735,2026,Sikkim,Mangan,Sangkalang Landslide,Phidang–Sangklang road,,27.50854,88.52689,2025-09-14,48.74,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Sikkim/355
736,2026,Tripura,Unakoti,Kaulikura Landslide,"Unakoti, Tripura",NH 208A,24.29545,92.03338,2025-05-30,122.0,1.0,0.0,0.35,Field Survey/TSAC,Field Survey/TSAC/2025/Tripura/123
737,2026,Tripura,Unakoti,Kaulikura Landslide 2,"Unakoti, Tripura",NH 208A,24.29546,92.03335,2025-05-30,122.0,1.0,0.0,0.35,Field Survey/TSAC,Field Survey/TSAC/2025/Tripura/124
738,2026,Tripura,Unakoti,Rajnagar Landslide,"Unakoti, Tripura",NH 208A,24.31149,92.07847,2025-05-31,3.0,1.0,0.0,0.35,Field Survey/TSAC,Field Survey/TSAC/2025/Tripura/125
739,2026,Tripura,Unakoti,Kaulikura Landslide 3,"Unakoti, Tripura",NH 208A,24.29064,92.03518,2025-05-30,122.0,1.0,0.0,0.35,Field Survey/TSAC,Field Survey/TSAC/2025/Tripura/126
740,2026,Tripura,Unakoti,Kaulikura Landslide 4,"Unakoti, Tripura",NH 208A,24.29546,92.03336,2025-05-30,122.0,1.0,0.0,0.35,Field Survey/TSAC,Field Survey/TSAC/2025/Tripura/127
741,2026,Tripura,Unakoti,Rajnagar Landslide 2,"Unakoti, Tripura",NH 208A,24.31148,92.07844,2025-05-31,3.0,1.0,0.0,0.35,Field Survey/TSAC,Field Survey/TSAC/2025/Tripura/128
742,2026,Tripura,Dhalai,Mahabir Landslide,"Dhalai, Tripura",NH 208,24.11584,91.86679,2025-05-30,42.0,1.0,0.0,0.35,Field Survey/TSAC,Field Survey/TSAC/2025/Tripura/129
743,2026,Tripura,Dhalai,Saikar Landslide,"Dhalai, Tripura",NH 208,24.10617,91.90209,2025-05-30,81.0,1.0,0.0,0.35,Field Survey/TSAC,Field Survey/TSAC/2025/Tripura/130
744,2026,Tripura,Dhalai,Saikar Landslide 2,"Dhalai, Tripura",NH 208,24.11743,91.9149,2025-05-30,81.0,1.0,0.0,0.35,Field Survey/TSAC,Field Survey/TSAC/2025/Tripura/131
745,2026,Tripura,Dhalai,Atharamura Landslide,"Dhalai, Tripura",NH 8,23.88377,91.78459,2025-05-30,18.0,1.0,0.0,0.35,Field Survey/TSAC,Field Survey/TSAC/2025/Tripura/137
746,2026,Tripura,Dhalai,Atharamura Landslide 2,"Dhalai, Tripura",,23.88962,91.77529,2025-05-30,18.0,1.0,0.0,0.35,Field Survey/TSAC,Field Survey/TSAC/2025/Tripura/138
747,2026,Tripura,Unakoti,Dalucherra Landslide,"Dalucherra Village, Chandipur",,23.98938,91.80906,2025-06-02,0.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Tripura/146
748,2026,Tripura,Unakoti,Baghaichhara Landslide,Under Deorachhara ADC,,24.14672,92.14013,2025-06-06,8.07,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Tripura/153
749,2026,Tripura,Unakoti,Shantipur Landslide,Village Near Shantipur HS School,,24.22748,92.0438,2025-09-12,12.4,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Tripura/341
